Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GradeClass
16,0,2,2,18.49949072321328,10,0,1,0,0,0,0,0.0
16,0,0,2,19.612744452955525,0,0,1,0,1,0,0,0.0
18,1,0,2,6.789603950833227,0,0,2,0,0,0,0,0.0
16,0,0,1,9.493879677818118,0,1,2,0,0,0,0,0.0
17,1,2,2,17.024469986814847,9,0,3,0,0,0,0,0.0
18,0,1,0,19.044575302100174,1,0,0,0,0,0,0,0.0
16,1,0,2,19.754004135490103,1,0,1,1,0,0,0,0.0
15,1,0,2,5.887114974994186,3,1,4,0,0,0,0,0.0
15,0,0,2,11.902627441579998,0,0,3,0,0,0,0,0.0
17,0,1,0,13.011033094651033,0,0,2,0,0,0,0,0.0
15,0,0,1,15.009327582701612,26,0,3,1,0,0,0,0.0
17,0,1,2,9.769794874467955,1,0,2,1,0,0,0,0.0
15,0,1,1,8.717465059817771,0,1,2,0,1,0,0,0.0
17,0,0,1,13.718082919539647,1,1,3,0,1,0,0,0.0
18,0,2,0,12.254152082386662,0,0,2,0,0,0,0,0.0
15,0,1,1,12.816155540061263,11,0,1,0,0,0,0,0.0
15,0,0,2,12.250911371824163,0,0,3,0,0,0,0,0.0
15,0,1,1,15.900165693117886,3,1,2,0,0,0,0,0.0
15,0,0,3,1.6390189138720612,2,0,3,0,0,0,0,0.0
16,0,2,2,18.123141087134965,9,0,2,0,0,0,0,0.0
16,0,3,2,16.180282367840878,11,0,2,0,0,0,0,0.0
15,0,0,1,13.527389095442924,14,0,0,1,0,0,0,0.0
15,0,0,1,14.432936770258891,23,0,3,0,0,0,0,0.0
15,1,0,2,6.312729622235954,2,0,3,0,0,0,0,0.0
17,0,1,2,4.82122169587285,0,0,1,0,0,1,0,0.0
16,1,0,1,8.371998796147048,0,0,2,0,1,0,0,0.0
17,1,2,2,9.231665673927191,1,1,2,1,0,0,0,0.0
17,1,0,1,7.740019809766552,0,0,2,0,1,0,0,0.0
18,1,0,1,7.691509760430918,0,0,4,0,0,0,0,0.0
16,0,0,1,13.853327269654907,0,0,3,0,0,0,0,0.0
15,1,0,2,6.648577728467523,2,0,3,0,0,0,0,0.0
17,1,0,1,13.665836077343526,2,1,2,1,0,0,0,0.0
16,0,0,2,9.490842618640599,0,1,3,0,0,0,0,0.0
17,0,0,2,10.587630688000688,3,0,2,1,0,0,0,0.0
15,1,0,2,18.53234414959485,2,1,2,1,1,0,0,0.0
15,0,2,2,4.9621389327557175,6,0,1,0,0,0,0,0.0
16,0,0,1,19.116466939732916,0,0,3,0,0,0,0,0.0
15,0,0,1,13.555364635929498,14,0,0,1,0,0,0,0.0
16,0,1,2,2.949403084142983,0,0,0,1,0,0,0,0.0
15,0,2,1,15.911851483706194,17,0,1,0,0,0,0,0.0
15,0,0,0,11.952689211584755,25,0,4,0,0,0,0,0.0
18,0,1,1,19.864377009872833,2,0,3,1,0,0,0,0.0
16,0,1,0,19.250998396614268,1,0,0,1,0,0,0,0.0
18,0,1,1,18.814350244345693,1,0,2,0,0,0,0,0.0
16,0,1,1,16.025309812057937,3,1,2,0,0,0,0,0.0
15,0,1,1,18.52947356859204,19,0,3,0,0,0,0,0.0
16,0,1,2,15.933466428787225,3,0,1,0,0,0,0,0.0
17,0,1,1,18.389843560473125,1,0,1,0,0,0,0,0.0
17,0,0,2,4.842219526965091,16,0,3,0,0,0,0,0.0
17,0,0,2,6.950451898129732,25,1,3,0,0,0,0,0.0
17,0,0,1,8.994920593026462,0,1,4,0,0,0,0,0.0
16,0,0,0,18.5157840295755,0,0,4,0,0,0,0,0.0
17,0,1,2,15.303168319581182,2,1,2,1,0,0,1,0.0
17,0,0,1,10.606417716830997,26,1,3,0,0,0,0,0.0
15,0,0,1,14.34496857772584,22,0,3,0,0,0,0,0.0
16,0,0,2,9.356093584272136,0,1,3,0,0,0,0,0.0
17,1,0,2,8.1381237328761,0,0,2,1,1,0,0,0.0
15,1,0,2,6.2194364809557685,3,1,4,0,0,0,0,0.0
15,0,0,2,19.177008815835414,4,1,3,1,1,0,0,0.0
15,0,2,0,12.259293067912118,6,0,2,0,0,0,0,0.0
15,0,2,0,12.748002676630854,5,1,2,0,1,0,0,0.0
15,0,2,0,12.201938993834986,7,0,2,0,0,0,0,0.0
17,0,0,2,1.6240329202676675,22,0,3,0,0,0,0,0.0
15,0,0,1,7.436420328027737,4,0,3,0,0,0,0,0.0
15,0,2,2,5.446486591321645,6,0,1,0,0,0,0,0.0
17,0,1,0,18.440878185788296,0,0,3,0,0,0,0,0.0
16,0,0,1,18.824444753653164,0,0,3,0,0,0,0,0.0
18,1,1,1,5.9022706011024235,0,0,3,0,0,0,0,0.0
15,1,2,2,13.158238231840159,13,0,1,0,0,0,0,0.0
17,0,1,2,16.173465337545895,3,1,1,0,0,0,0,0.0
16,0,0,2,7.936039519513524,0,1,4,0,0,0,0,0.0
17,0,0,2,18.64580803425371,3,1,2,1,0,0,1,0.0
16,0,0,3,6.261153577876561,0,0,3,0,0,0,0,0.0
15,0,0,0,8.58137411113939,27,0,4,0,0,0,0,0.0
18,0,0,1,6.979489870485386,27,0,3,0,0,0,0,0.0
16,0,0,1,13.98656810279864,0,0,3,0,0,0,0,0.0
16,0,0,1,18.639387569942468,0,0,3,0,0,0,0,0.0
15,0,0,2,13.136168920947142,0,0,3,0,0,0,0,0.0
15,0,2,1,16.566888592786214,2,1,1,0,1,0,0,0.0
16,0,1,2,15.713302959009583,5,0,0,0,0,0,0,0.0
15,0,2,1,18.057247859047163,1,0,1,1,0,0,0,0.0
17,0,0,1,9.388920688622239,28,0,3,0,0,0,0,0.0
18,1,0,1,8.356973125214964,0,0,4,0,0,0,0,0.0
15,1,0,2,18.89174324487913,3,1,3,1,1,0,0,0.0
15,0,1,2,19.392890216551525,5,1,3,1,1,0,0,0.0
18,1,0,1,7.233263605679063,0,0,2,0,0,0,0,0.0
16,0,1,1,12.22655504317802,0,0,1,1,0,0,0,0.0
17,0,1,2,5.190625422150225,18,0,3,0,0,0,0,0.0
15,0,0,3,1.1261072729555892,10,0,2,0,0,0,0,0.0
17,0,0,2,16.716152390023055,3,1,2,1,0,0,1,0.0
16,0,0,1,9.402765113785353,1,1,3,0,0,0,0,0.0
15,0,1,2,19.30585864267354,3,1,3,0,0,0,0,0.0
16,0,0,2,17.962113360742222,9,0,2,0,0,0,0,0.0
15,0,0,2,8.004150679887184,0,1,3,0,0,0,0,0.0
17,1,0,3,19.77751424275087,2,0,2,0,1,0,1,1.0
16,1,0,1,1.44543418022703,20,0,3,1,1,0,0,1.0
16,0,0,2,13.812454841626831,3,0,3,1,1,1,1,1.0
15,0,1,1,14.635521900753448,6,0,3,0,1,1,0,1.0
16,0,0,2,16.35808353664879,3,0,4,0,0,0,0,1.0
15,1,1,2,8.40670778390998,2,0,2,0,0,1,0,1.0
18,0,0,1,18.03832215675765,0,1,0,1,0,0,0,1.0
18,1,1,2,16.45776136587004,16,0,0,0,1,0,1,1.0
16,1,1,1,0.1126262549610745,28,0,2,0,0,0,0,1.0
18,1,1,2,9.106574996172045,4,0,3,0,1,0,0,1.0
16,0,3,0,5.697053532212273,9,0,1,0,1,0,0,1.0
17,1,3,1,12.78772842908196,4,0,3,0,0,0,0,1.0
18,0,1,2,0.8914008142526164,24,0,1,1,0,0,0,1.0
18,1,0,3,8.970850987369188,24,1,1,0,1,0,0,1.0
16,1,0,2,14.96750498856365,5,0,3,0,0,0,0,1.0
18,0,1,2,7.9617435647246175,5,0,2,0,1,0,1,1.0
15,0,0,2,10.597512510364124,4,1,2,0,1,0,0,1.0
17,1,0,3,9.721150838053616,2,1,3,0,0,0,0,1.0
17,0,3,2,11.43657542365382,1,0,3,1,0,0,0,1.0
18,0,0,1,7.518767508065867,17,1,3,0,0,0,0,1.0
18,0,0,2,5.949853399853364,20,1,0,0,0,0,0,1.0
15,1,0,2,12.283377006377854,3,0,4,0,0,1,0,1.0
16,1,0,2,17.916242027971574,6,0,3,1,0,1,0,1.0
15,1,0,2,16.808855010920404,5,0,2,0,0,1,0,1.0
16,1,3,1,13.59103673145368,3,1,2,0,1,0,1,1.0
16,1,0,0,8.25678795517813,6,1,2,0,0,1,0,1.0
15,1,0,1,11.41329157961578,0,0,1,0,0,0,0,1.0
17,1,0,1,9.809088170395697,1,0,2,0,0,0,0,1.0
17,1,0,2,4.185755230602397,0,0,2,1,1,0,0,1.0
16,0,0,0,14.304737069652662,18,1,2,1,0,0,0,1.0
17,1,0,0,16.63147851820905,3,1,3,0,0,0,0,1.0
16,1,2,1,18.63070098310524,5,0,3,0,1,0,0,1.0
16,1,0,2,2.1383972875964274,8,0,1,1,1,0,0,1.0
16,1,1,0,12.416652655483858,17,0,2,0,1,1,0,1.0
15,0,2,0,17.531962376700374,24,0,2,1,0,0,0,1.0
17,0,0,1,7.944550591324651,6,1,4,0,0,0,0,1.0
17,1,1,2,5.959595893245391,1,1,2,1,0,0,0,1.0
16,1,0,0,6.754959934696945,0,0,2,1,0,0,0,1.0
16,1,3,3,18.94341233686788,7,0,4,0,1,1,0,1.0
16,1,2,2,17.998190867093435,5,0,0,1,0,0,0,1.0
16,0,2,1,11.543994928451228,1,0,2,1,1,0,0,1.0
16,1,3,1,19.004224117308603,1,0,2,0,0,1,0,1.0
17,0,2,2,8.047410790827488,8,0,4,1,1,0,0,1.0
18,1,1,3,8.824022044258648,1,0,3,0,0,0,1,1.0
18,0,3,2,14.736336636594004,4,1,1,1,0,0,0,1.0
17,1,1,2,2.813066784673335,2,1,1,0,0,0,0,1.0
15,0,2,2,14.40867404451556,5,0,3,1,0,0,0,1.0
15,0,0,2,18.341970103435884,4,0,2,1,0,0,0,1.0
16,1,0,1,18.755291186364484,5,1,2,1,0,0,0,1.0
18,1,0,1,15.839220289334314,7,0,1,0,1,0,0,1.0
15,1,0,1,13.363613239158102,2,0,3,1,0,0,0,1.0
15,0,0,2,16.43155383521676,6,0,3,0,1,0,0,1.0
15,0,3,1,0.806504794419014,3,0,3,1,0,1,1,1.0
17,0,0,3,16.88419171552464,18,0,2,1,0,0,0,1.0
18,1,2,1,10.723845585644083,3,0,3,0,1,0,1,1.0
18,1,0,1,18.487086923876006,0,0,2,1,0,0,0,1.0
18,1,3,4,5.75868188186438,4,0,2,1,1,0,1,1.0
16,1,0,2,3.646703671564391,6,0,3,1,1,1,0,1.0
16,1,2,1,12.75860979159331,3,0,1,1,0,0,1,1.0
15,0,0,4,6.682728237523468,3,0,2,0,0,1,1,1.0
18,0,2,2,10.646205267598212,14,0,2,0,0,0,0,1.0
16,1,3,2,17.782387114548857,2,0,4,0,0,0,0,1.0
15,1,1,2,19.916047355598373,1,0,2,0,0,0,0,1.0
18,1,0,0,0.7858389030138491,2,0,3,1,0,0,0,1.0
16,1,2,1,14.880989024571557,1,0,3,0,0,1,0,1.0
17,1,0,3,16.567562912032926,2,1,2,1,0,0,0,1.0
17,1,0,1,17.88182738515691,1,0,2,0,0,0,0,1.0
18,1,0,2,4.2835250547917365,3,0,3,0,1,1,0,1.0
17,0,1,1,2.794411339579081,1,1,2,0,1,0,0,1.0
16,0,1,2,19.80445069230148,3,0,2,0,0,0,0,1.0
18,1,0,3,11.677165346160308,1,1,2,0,0,0,0,1.0
17,1,3,2,3.074986242058362,2,0,2,1,0,0,0,1.0
18,0,0,3,14.287751240745848,6,0,0,1,0,1,0,1.0
15,1,0,3,5.951414328816309,2,0,3,0,0,0,0,1.0
16,0,2,1,16.20606598246665,0,1,3,1,0,0,0,1.0
17,1,0,2,17.1577837049248,1,0,3,0,0,1,1,1.0
16,1,3,3,10.642359449175654,6,0,4,1,1,0,0,1.0
15,1,2,1,12.060277267291765,1,1,2,0,1,1,1,1.0
18,1,0,1,18.968503110829857,2,0,2,0,0,0,0,1.0
16,1,0,2,15.457478727637062,3,0,1,0,1,1,0,1.0
17,0,2,1,8.487780361450207,0,0,3,0,0,0,0,1.0
18,0,0,1,8.191218545250186,0,0,1,1,0,0,0,1.0
17,0,2,0,8.517863100733635,6,1,3,1,0,0,0,1.0
15,0,2,4,9.91638945297078,3,0,4,1,0,0,0,1.0
17,1,0,1,18.668266408991094,21,0,2,0,1,1,0,1.0
16,1,0,2,13.03359589756854,4,0,3,0,0,0,1,1.0
18,0,1,1,9.812271517963982,1,0,3,1,0,0,0,1.0
16,0,2,1,12.85666781631476,5,0,4,1,1,0,0,1.0
18,1,2,1,8.31572124138366,1,0,1,1,0,1,1,1.0
16,1,0,1,1.3929173549653129,3,1,2,1,0,0,0,1.0
16,0,0,1,14.186285896069668,10,0,4,1,1,1,0,1.0
15,1,2,2,11.17681741909333,2,0,2,0,1,0,0,1.0
15,1,0,1,19.840319387936717,10,1,3,0,1,1,1,1.0
18,0,1,1,10.89763372058787,4,1,3,0,0,0,0,1.0
17,1,1,2,17.507264798015214,9,1,4,1,1,0,0,1.0
15,0,1,3,5.250172085330882,1,0,3,1,0,0,0,1.0
18,0,2,2,10.646087276963325,3,1,2,1,1,0,0,1.0
16,1,3,0,4.708144976830533,16,1,3,0,0,0,0,1.0
18,1,0,2,16.53455296792564,12,0,3,0,0,0,0,1.0
18,1,0,0,13.26295658799645,15,0,3,1,0,0,0,1.0
17,0,2,0,6.327508147753658,0,1,2,0,0,0,1,1.0
15,0,0,0,15.508190291849893,7,1,3,0,1,0,0,1.0
16,1,3,2,6.300165503795481,0,0,3,1,0,1,0,1.0
15,1,0,3,14.332638734040628,3,0,2,0,1,1,0,1.0
18,0,0,2,7.202842282778761,1,0,4,0,1,0,0,1.0
17,0,0,2,7.785327936180966,1,0,2,0,1,0,1,1.0
18,1,3,1,10.55544418137754,3,1,3,0,0,0,0,1.0
18,1,1,1,10.003958710455706,3,0,4,0,1,0,0,1.0
16,0,1,2,7.478774272075492,0,0,3,0,0,0,0,1.0
15,0,3,3,10.29142232535601,4,0,3,1,1,0,1,1.0
15,0,1,2,13.282514785667008,1,1,2,0,0,0,0,1.0
17,0,0,2,2.337575211818781,0,1,3,0,0,0,0,1.0
17,1,0,2,0.1621639377242645,29,0,2,0,0,0,0,1.0
16,1,1,2,16.023430065906496,4,1,2,1,1,0,0,1.0
18,1,0,2,14.572303135855538,6,0,3,1,0,1,0,1.0
18,1,2,3,2.949060185323591,2,1,3,0,1,0,1,1.0
15,1,1,1,2.949078348522698,3,1,1,1,1,0,0,1.0
18,0,1,3,11.557541628818182,1,0,2,0,0,0,0,1.0
15,1,0,2,13.023954241906928,13,1,2,1,1,0,0,1.0
17,1,2,3,12.5781028984723,1,0,4,0,0,0,0,1.0
17,0,0,1,9.267820176092926,7,1,3,0,1,1,0,1.0
16,0,3,0,18.079633931785708,1,0,2,0,0,1,0,1.0
18,1,3,1,17.220667999444807,8,1,4,1,0,0,0,1.0
18,1,2,2,9.75753211996119,6,1,4,0,1,0,0,1.0
18,0,1,1,14.175312646913092,1,0,3,0,0,0,1,1.0
16,0,1,4,6.511622650380229,6,1,2,0,1,1,0,1.0
17,0,0,1,18.78217396620481,19,0,2,0,0,1,0,1.0
16,0,0,3,9.589099562995314,7,1,3,1,1,1,0,1.0
15,0,1,1,0.4885376588126644,3,0,2,0,1,0,0,1.0
18,1,2,2,19.47384269700397,3,0,2,0,0,0,0,1.0
18,1,1,1,9.219391844250794,6,1,3,0,0,1,0,1.0
17,1,0,1,17.806051142270405,6,0,2,1,0,0,0,1.0
18,0,0,1,19.9096722146644,5,0,3,0,0,0,0,1.0
16,1,2,2,4.491647653078021,2,1,3,1,1,0,0,1.0
15,1,1,2,4.322716246218414,3,1,2,0,0,1,0,1.0
17,0,1,4,14.84402018242265,6,0,1,0,1,1,1,1.0
16,1,0,2,17.819907492885296,13,0,2,0,0,0,1,1.0
15,0,0,2,8.802415419698724,1,1,1,1,0,1,0,1.0
16,0,1,1,12.67699637470648,5,0,3,1,0,1,0,1.0
15,1,0,2,14.934866155963196,5,0,3,0,0,1,0,1.0
17,1,1,2,6.124784904568008,0,0,1,1,0,0,1,1.0
15,0,0,2,1.4174340130974716,9,0,4,0,1,0,0,1.0
15,0,0,0,6.013112811214882,22,0,3,0,0,0,0,1.0
15,0,2,1,3.253044363798012,13,1,1,0,0,0,0,1.0
18,0,1,2,17.693499699066997,2,1,3,0,1,0,1,1.0
17,0,0,2,13.864190844377354,8,0,4,0,1,1,0,1.0
15,0,3,3,3.3719809686807367,7,0,3,1,1,0,0,1.0
15,1,0,2,4.304876410019074,2,0,2,1,0,0,0,1.0
18,0,3,2,19.08895389705977,25,0,2,0,0,0,0,1.0
15,0,0,2,19.698582168829837,5,1,3,0,0,0,0,1.0
17,1,2,2,14.667230294641872,3,0,0,1,0,0,0,1.0
17,0,1,2,3.8516326491705577,0,0,3,1,0,0,0,1.0
17,1,0,0,15.567438090909825,5,0,3,0,0,0,1,1.0
18,0,1,2,9.404981706575086,15,0,3,0,0,0,0,1.0
15,0,0,1,14.539597426916307,4,0,3,0,1,0,0,1.0
15,0,1,3,15.763195762714128,6,1,1,0,0,0,0,1.0
18,0,2,0,15.716169684887,9,1,2,0,1,0,0,1.0
18,1,0,0,0.1907790805108988,1,1,1,1,1,0,0,1.0
17,0,2,2,0.9956200304608752,4,1,3,1,0,0,1,1.0
18,1,0,3,19.41809422899739,3,1,2,0,0,0,0,1.0
15,0,0,4,13.31568802937742,3,0,3,0,0,0,1,1.0
18,0,0,1,14.887364086079812,1,0,3,0,0,1,0,1.0
15,1,1,2,11.485870794171472,1,0,2,0,1,0,0,1.0
16,1,0,2,0.0181167049218045,16,0,4,1,0,1,0,1.0
17,1,0,2,13.178855878694854,4,1,2,0,0,0,0,1.0
15,1,2,2,16.111616528824673,1,0,2,1,0,0,0,1.0
18,0,1,2,19.728280369657774,6,1,1,0,1,1,0,1.0
15,1,3,2,14.72034736730672,13,1,3,1,0,0,1,1.0
18,0,0,1,15.40875605584674,0,0,1,0,0,0,0,1.0
15,0,0,2,12.6535406968272,7,1,3,0,1,0,0,1.0
16,0,2,1,7.603899959503551,2,1,1,1,0,1,0,1.0
17,1,3,1,0.5834133714814893,1,0,2,0,1,1,0,1.0
15,1,0,2,11.389647762731837,3,1,3,1,0,0,0,1.0
18,0,1,0,10.9604299445827,8,1,2,1,0,1,0,1.0
15,1,2,3,13.3520342716647,2,0,2,0,0,1,0,1.0
16,1,0,2,19.46090699028322,1,0,0,1,0,0,0,1.0
15,0,0,1,12.32448503213906,0,0,1,1,0,0,0,1.0
17,1,1,3,5.499583839472804,0,0,4,0,1,0,0,1.0
18,0,2,2,17.284612045231142,5,1,2,0,0,1,0,1.0
17,0,0,2,16.388557073407302,3,1,4,0,0,0,0,1.0
18,1,1,2,13.4194941897157,20,0,2,1,0,0,0,1.0
15,0,0,3,16.027430709272735,0,0,3,1,0,0,0,1.0
15,0,0,2,1.265253436413496,2,1,1,0,1,0,0,1.0
15,1,0,4,3.4220495682680374,1,0,2,0,1,0,0,1.0
16,1,0,1,14.81559734321345,5,1,3,0,0,0,1,1.0
18,0,0,2,12.74890757435804,7,1,3,0,1,0,0,1.0
17,0,0,3,0.8769370499325979,3,1,2,0,1,1,0,1.0
16,0,0,1,13.165675668523146,5,1,3,0,0,1,0,1.0
15,1,2,1,8.299955167415085,4,0,2,1,1,1,0,1.0
18,0,0,2,8.542953278418578,23,1,0,0,0,0,0,1.0
16,0,1,1,12.79810230991208,5,0,3,1,0,0,0,1.0
15,1,0,2,11.5864836275924,3,0,3,0,0,0,0,1.0
18,1,1,1,10.211898370945603,3,0,3,0,1,0,0,1.0
15,1,0,2,12.890679983630491,3,0,3,0,0,0,0,1.0
16,1,0,1,14.91453995942046,5,0,3,0,0,0,0,1.0
17,1,1,2,6.108897595180797,0,0,1,1,0,0,0,1.0
16,0,0,2,16.38674460692145,3,0,4,0,0,0,0,1.0
17,1,1,1,17.453399958648546,7,0,3,1,0,0,0,1.0
16,1,3,1,13.175122773010786,3,0,2,0,0,0,0,1.0
18,0,1,1,10.752049643658673,3,0,3,0,0,0,0,1.0
16,0,0,2,9.089114657731711,7,0,3,1,1,0,0,1.0
17,1,0,1,18.680768895059323,1,0,2,0,0,0,0,1.0
15,1,2,2,11.631593531916415,2,0,2,0,0,0,0,1.0
17,1,0,1,9.768764328474036,1,0,2,0,0,0,0,1.0
15,0,0,2,16.081774346205577,0,0,3,1,0,0,0,1.0
17,0,0,0,8.638179265268919,17,0,2,0,0,0,0,1.0
15,1,1,3,13.52359585388963,2,0,2,0,0,1,0,1.0
16,0,0,1,19.806326966362608,3,0,2,0,0,0,0,1.0
15,0,0,1,11.884046821080458,0,0,1,0,0,0,0,1.0
17,0,0,1,19.360986466196014,5,0,2,0,0,0,0,1.0
16,0,2,1,16.21197135470536,0,0,3,0,0,0,0,1.0
15,0,0,2,12.898807823967115,13,0,2,0,0,0,0,1.0
17,0,0,1,3.5711895256536255,0,0,2,0,1,0,0,1.0
17,1,0,2,17.39310378061291,9,0,3,0,0,0,0,1.0
17,0,1,0,8.659385331804845,6,1,3,0,0,0,0,1.0
18,0,0,1,14.688793338124178,1,0,3,0,0,0,0,1.0
15,1,1,1,11.657987196254924,1,0,2,0,1,0,0,1.0
16,1,0,2,18.07374714986446,6,0,3,0,0,1,0,1.0
18,1,0,1,18.899335299267914,1,0,2,0,0,0,0,1.0
16,1,0,2,2.748519478101751,7,0,1,1,1,0,0,1.0
15,1,0,2,11.365761834284616,2,0,2,0,0,0,0,1.0
16,1,0,2,19.798165588780112,1,0,2,0,0,0,0,1.0
16,0,0,2,15.057009584847377,4,0,3,0,0,0,0,1.0
15,0,0,1,13.299923326889072,1,0,2,0,0,0,0,1.0
15,0,0,2,19.769406967576302,3,0,2,0,0,0,0,1.0
17,0,1,1,1.867310311578946,1,0,2,0,1,0,0,1.0
16,1,0,1,0.14372191213612615,28,0,2,0,0,0,0,1.0
17,1,0,2,16.592785876673698,11,0,3,0,0,0,0,1.0
16,1,2,1,12.759376664783673,3,0,1,0,0,0,0,1.0
16,0,2,2,6.634797254119666,0,0,3,0,0,0,0,1.0
15,1,0,1,18.43686826864393,12,0,2,0,0,0,1,1.0
15,0,0,3,5.590704963363067,1,0,3,0,0,0,0,1.0
15,0,0,1,14.757618114891082,4,0,3,0,0,0,0,1.0
17,0,1,1,17.497337586383125,9,1,3,0,1,0,0,1.0
16,0,0,0,6.6797603710715645,0,0,2,0,0,0,0,1.0
15,0,0,1,8.780751816956872,1,1,1,1,0,1,0,1.0
16,1,0,1,0.7959630453783024,24,0,2,0,0,0,0,1.0
15,1,0,2,19.54229642348486,1,0,0,0,0,0,0,1.0
16,1,0,2,15.636466486202101,4,0,2,0,0,0,0,1.0
15,0,0,1,19.457260530180264,5,1,2,0,0,0,0,1.0
18,0,0,1,19.859052992656807,5,0,2,0,0,0,0,1.0
16,0,1,0,6.682168101645074,0,0,2,0,0,0,0,1.0
15,0,0,1,11.907650685427875,0,0,1,0,0,0,0,1.0
18,0,1,1,10.319363223183954,3,0,3,0,1,0,0,1.0
15,0,0,2,0.9085479513060661,11,0,4,0,0,0,0,1.0
17,0,1,2,19.55664737675173,3,0,2,0,0,0,0,1.0
16,0,0,2,16.3760589876047,3,0,4,0,0,0,0,1.0
18,0,0,1,14.898369180279953,0,0,2,0,0,0,0,1.0
16,1,0,0,12.828584453653091,16,0,2,0,0,0,0,1.0
18,0,1,1,10.881314804036517,3,0,3,0,0,0,0,1.0
15,0,2,1,11.836007128286889,1,0,2,0,1,0,0,1.0
17,0,0,1,9.250866462794322,6,1,3,0,0,1,0,1.0
18,1,0,0,0.40196381090788474,1,0,1,1,0,0,0,1.0
15,0,0,1,13.512213894757759,2,0,3,1,0,0,0,1.0
15,0,0,1,18.398112512537192,4,0,2,1,0,0,0,1.0
15,0,0,2,15.917041944914555,6,0,1,0,0,0,0,1.0
15,0,1,2,19.860159007836515,2,0,2,0,0,0,0,1.0
17,1,0,2,5.2007699196407104,26,0,1,0,0,0,0,1.0
17,0,0,2,17.391475966797476,2,1,3,0,0,0,0,1.0
17,1,0,2,4.279261921693314,2,0,2,0,1,0,0,1.0
17,0,2,2,12.571882156823738,1,0,3,0,0,0,0,1.0
15,1,0,2,5.177632866799484,2,0,2,0,0,0,0,1.0
16,0,0,0,14.613980730980762,9,0,3,0,1,0,0,1.0
16,0,0,2,13.721713118832652,3,0,3,0,0,0,1,1.0
15,0,0,0,14.783955222475969,4,0,3,0,1,0,0,1.0
15,0,0,2,16.75978415375976,5,0,1,0,0,0,0,1.0
15,0,2,1,8.958633536645367,4,0,2,1,1,0,0,1.0
18,0,0,1,18.552493600986377,1,0,1,0,0,0,0,1.0
16,0,3,0,18.47508811706458,1,0,2,0,0,1,0,1.0
15,0,0,2,11.374067716835073,3,1,2,0,0,0,0,1.0
16,0,0,2,0.915814234089713,3,1,2,0,0,0,0,1.0
17,0,0,2,0.38508947723327636,27,0,1,0,0,0,0,1.0
15,1,1,3,13.539242480727518,2,0,2,0,0,1,0,1.0
15,0,2,1,11.921668440256637,1,0,2,0,1,0,0,1.0
16,0,0,2,19.79058595960224,2,0,2,0,0,0,0,1.0
15,1,2,1,12.630771216264835,1,1,2,0,1,0,1,1.0
16,1,0,2,15.80005390206215,3,0,1,0,1,0,0,1.0
15,1,0,2,11.5288790346405,3,0,3,0,0,0,0,1.0
15,0,0,1,14.93755866299119,4,0,3,0,0,0,0,1.0
16,0,0,1,13.177927779290778,4,1,2,0,0,0,0,1.0
15,0,0,2,5.052682125077393,1,0,2,1,0,0,0,1.0
16,1,0,0,6.547722790503445,0,0,1,1,0,0,0,1.0
17,0,1,1,8.962804851589107,0,0,3,0,0,0,0,1.0
16,0,0,1,14.06023516030672,7,0,3,0,1,1,0,1.0
17,0,0,1,2.472474620796149,0,1,2,0,0,0,0,1.0
15,0,0,2,1.9058500324188252,8,0,1,0,1,0,0,1.0
16,0,2,1,11.452831239343903,1,0,2,1,0,0,0,1.0
17,0,0,2,17.127934375538057,18,0,2,0,0,0,0,1.0
15,1,0,1,12.789013596491337,2,0,3,1,0,0,0,1.0
16,1,0,1,0.8071663186602924,18,0,3,1,0,0,0,1.0
18,1,1,1,10.510391824871812,3,0,3,0,1,0,0,1.0
15,1,1,2,11.306552109571244,1,0,2,0,1,0,0,1.0
15,1,0,1,19.322675831503705,10,0,2,0,0,0,1,1.0
16,0,0,1,14.061156384689195,9,0,4,0,1,1,0,1.0
15,1,0,1,13.202549143970732,2,0,3,1,0,0,0,1.0
17,1,0,2,6.114731301793808,0,0,1,1,0,0,0,1.0
15,0,0,3,6.223540318671986,2,0,2,0,0,0,0,1.0
17,0,0,2,17.474759508045242,2,1,2,0,0,0,0,1.0
15,0,1,1,3.023555629248905,13,0,1,0,0,0,0,1.0
15,0,0,2,18.991378426343154,5,0,3,0,0,0,0,1.0
17,1,0,2,4.208872048463093,2,0,2,0,0,0,0,1.0
16,1,0,2,19.74161640980319,1,0,1,0,0,0,0,1.0
16,0,2,0,5.774955186565291,8,0,1,0,0,0,0,1.0
16,0,0,1,1.225601504695569,3,1,2,1,0,0,0,1.0
16,1,0,0,15.14526005570888,5,0,3,0,0,0,1,1.0
17,0,0,2,8.125992457053309,1,0,2,0,0,0,1,1.0
17,1,0,0,15.240881900911413,5,0,3,0,0,0,0,1.0
16,1,0,0,6.631645407823184,0,0,2,1,0,0,0,1.0
17,0,0,1,14.92859288952038,1,0,3,0,0,1,0,1.0
16,0,0,1,14.56451304953934,10,0,3,0,0,0,0,1.0
16,1,0,1,0.15524870599098184,28,0,2,0,0,0,0,1.0
16,1,1,1,18.451906657550296,5,0,3,0,0,0,0,1.0
15,0,0,2,13.793163034399774,3,0,3,0,0,0,1,1.0
15,1,0,1,11.463860021314662,0,0,1,0,0,0,0,1.0
