StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
2278,15,0,0,2,18.897399826899324,3,0,3,1,1,0,0,3.9998662124391378,0.0
2376,15,0,0,2,1.837403121497088,1,1,3,0,0,0,0,3.6595794973315527,0.0
1645,15,0,1,2,16.364750759460343,3,0,3,0,0,0,0,3.5994082994957526,0.0
3114,15,0,0,1,15.09982595864034,1,1,1,0,1,0,0,3.6380104371351742,0.0
1670,16,0,1,1,3.116529660695007,0,0,0,1,0,1,0,3.562279899604561,0.0
2211,17,0,0,2,11.00617424752851,4,0,3,1,1,0,0,3.5253441687490175,0.0
1613,15,0,0,2,10.078265572656749,0,0,2,0,0,0,0,3.5649248282948562,0.0
1046,16,1,0,1,13.614751069185782,0,0,2,1,0,0,0,3.543488633340476,0.0
1122,16,0,0,2,6.036967253668472,1,0,3,0,0,0,0,3.5372360442723947,0.0
1684,17,0,1,2,3.3387929270034125,0,1,0,1,0,0,0,3.5587767659570897,0.0
2908,16,0,1,1,16.37623732129348,1,1,2,0,1,0,0,3.9705762534294635,0.0
2885,15,0,2,2,10.470095205213337,0,1,2,0,1,0,0,3.7642934854615366,0.0
3323,15,0,0,2,5.167471401439846,13,1,2,0,0,0,0,2.017850909574462,0.0
3217,16,0,1,1,11.804129799916073,21,0,3,0,0,0,0,1.1471200372275736,0.0
3340,16,0,1,1,14.248096948947378,14,0,4,0,0,0,0,2.1946455956756097,0.0
2854,15,0,2,2,9.157609944206746,0,1,3,0,1,0,0,3.7907377920849243,0.0
3232,17,0,0,2,1.543531700931549,22,0,3,0,0,0,0,1.0851673544185791,0.0
3217,16,0,1,1,9.965377682047837,22,0,3,0,0,0,0,1.0568024101217117,0.0
3231,15,0,1,1,3.084312841216776,18,1,3,0,0,0,0,1.5789396154735154,0.0
3029,17,0,0,1,13.204929926188166,2,1,2,0,1,0,0,3.6639947529006984,0.0
2833,16,0,0,2,13.413971830789752,1,1,3,0,0,0,0,3.6017247807113493,0.0
1631,15,0,0,2,8.117670623699453,0,0,1,0,0,0,0,3.5638224452643423,0.0
3214,15,0,1,1,8.731304833578314,21,0,3,1,0,0,0,1.4419226059096486,0.0
3338,15,0,0,1,13.217504909457649,19,0,3,0,0,0,0,1.7293589915675454,0.0
1982,17,1,0,1,16.055404945812427,1,0,2,1,1,0,0,3.5166052008779842,0.0
1701,16,0,1,2,3.0940569832447538,0,1,0,1,0,0,0,3.611847232628282,0.0
3374,15,0,1,1,2.4745803038726577,5,0,3,0,0,0,0,2.913956014923517,0.0
3282,15,0,0,1,13.39262049171469,14,0,0,1,0,0,0,1.8430617229699404,0.0
1907,16,1,0,2,19.552647874802474,1,0,1,1,0,0,0,3.5358782900478243,0.0
1679,16,0,0,2,14.985637914126075,2,0,2,0,0,0,0,3.5315421379040584,0.0
1668,15,0,1,2,17.97877236370559,4,0,3,0,0,0,0,3.613220845823371,0.0
3341,16,0,2,1,14.346161782598802,12,0,4,0,0,0,0,2.4131184738890648,0.0
2122,16,0,2,0,12.330820858938004,5,0,3,1,1,0,0,3.521006991780084,0.0
2854,15,0,1,2,10.50704036721659,0,1,3,0,1,0,0,3.72172392312866,0.0
2287,16,1,0,1,11.230132803254879,1,0,3,0,0,0,0,3.7336284650832754,0.0
2253,16,0,0,1,12.599762782709167,1,0,3,1,0,0,0,3.7176661403652864,0.0
3220,15,0,2,1,13.310882137756117,13,0,2,0,0,0,0,1.8486554021527122,0.0
3300,16,0,0,2,16.687031393961643,10,0,2,0,0,0,0,2.5257350927301174,0.0
2237,16,0,0,1,13.97764345562319,0,0,3,0,0,0,0,3.7950109033678268,0.0
3352,16,1,1,2,14.963155234142224,8,0,1,0,0,0,0,2.504014159717878,0.0
2738,17,0,0,2,10.014854566418089,0,1,3,0,0,0,0,3.898888154975493,0.0
3196,15,0,0,2,10.022624491384725,16,0,3,0,0,0,0,1.7924436636240486,0.0
2262,16,0,0,1,19.169249431661797,2,1,1,1,0,0,0,3.8168691971641846,0.0
1731,16,0,1,2,14.578083078483797,3,1,2,1,0,0,0,3.575411273858586,0.0
1923,17,0,0,2,19.40533720008722,0,0,1,0,0,0,0,3.5206388126902057,0.0
1608,15,0,0,2,13.014482671314923,0,0,2,0,0,0,0,3.559026170081109,0.0
3236,17,0,0,2,2.05938361980868,21,0,3,0,0,0,0,1.2783589885363513,0.0
2244,16,0,0,1,13.934498790326046,0,0,3,0,0,0,0,3.805225349430306,0.0
2016,15,0,1,2,16.26395976990196,5,1,4,0,0,0,0,3.5489371859024885,0.0
3141,15,1,0,2,15.736402182327835,1,1,1,1,0,0,0,3.6153620890216187,0.0
3267,17,0,0,3,4.905560633779866,15,0,2,0,0,0,0,1.5301392295893204,0.0
2277,17,1,1,1,7.427355903069007,0,0,3,0,0,0,0,3.76334662527517,0.0
2344,15,0,0,2,7.435464995223321,1,1,3,0,1,0,0,3.771665734827034,0.0
3288,16,0,1,1,16.740778550663812,12,0,1,0,0,0,0,2.2507503238185524,0.0
2371,15,0,0,2,3.9834732641381585,0,0,3,0,1,1,0,3.676602386784756,0.0
1992,17,1,0,2,7.0156410763066015,0,0,2,0,0,0,0,3.512198326880152,0.0
2276,15,1,0,2,17.624071244658012,2,1,3,1,1,0,0,3.9980247381727643,0.0
1957,18,1,0,2,17.04570357620977,3,0,3,0,0,0,0,3.7951636757824088,0.0
3339,15,0,0,1,6.840107371470287,5,0,2,0,0,0,0,2.813295869586733,0.0
3344,16,1,2,2,14.556820659763217,10,0,3,0,0,0,0,2.5357178095739354,0.0
2461,16,0,0,1,16.031093211559508,0,0,2,0,0,0,0,3.7454731336261515,0.0
2281,15,1,0,1,16.53505945749962,2,0,3,0,0,0,0,3.91787383505909,0.0
1633,15,0,0,2,13.717274046918835,1,0,2,0,0,0,0,3.5492270734085887,0.0
3289,15,0,2,2,17.89744330311855,11,0,0,0,0,0,0,2.5402171740154773,0.0
2918,16,0,2,2,12.571950602208137,1,1,2,0,1,0,0,3.700445447336325,0.0
3224,15,0,2,1,8.541937936584182,18,0,3,0,0,0,0,1.6008063534819146,0.0
3342,15,0,0,1,8.953096930622419,7,0,3,0,0,0,0,2.682665449719386,0.0
3291,16,0,2,2,16.743815279835758,14,0,1,0,0,0,0,2.150643657766905,0.0
2713,18,1,0,2,9.137229132784025,0,1,4,0,0,0,0,3.9980162353563298,0.0
3287,16,0,0,1,14.466274779647591,13,0,1,0,0,0,0,1.8444590746872966,0.0
2015,15,0,1,2,16.346588074742318,5,1,4,0,0,0,0,3.5497044378883076,0.0
3357,16,0,0,1,15.219565035622031,9,0,0,0,0,0,0,2.3035395382984056,0.0
3285,16,0,0,1,14.103469075074731,13,0,1,0,0,0,0,1.7769777858694202,0.0
3202,15,0,1,3,2.0548309222845735,3,0,2,0,0,0,0,2.680147725576887,0.0
3234,15,0,2,2,5.681876800345744,12,0,1,0,0,0,0,2.0502141719793876,0.0
2229,18,0,0,2,12.592763385477667,3,0,2,1,0,0,0,3.523915367062327,0.0
2238,16,0,0,1,13.972840649403619,0,0,3,0,0,0,0,3.7961479617907044,0.0
3087,16,1,1,2,17.463492519975908,5,1,2,1,1,0,0,3.5542580193235422,0.0
3274,17,0,0,2,9.0121764778697,14,0,2,0,0,0,0,1.841350905260477,0.0
1679,16,0,0,2,3.111367703055916,0,0,0,0,0,0,0,3.561007553086707,0.0
1990,17,0,1,2,8.638327245299108,0,0,3,0,0,0,0,3.525278199005912,0.0
1129,15,0,1,2,9.323642845570703,2,0,2,0,0,0,0,3.5526480199822896,0.0
2324,18,0,2,1,19.145100388323375,1,0,3,0,0,0,0,3.5346039875919937,0.0
1375,15,0,0,2,8.113643745942833,0,0,3,0,0,1,0,3.843610695253565,0.0
2259,17,0,2,1,9.84153299984261,2,1,2,1,0,0,0,3.947542361548442,0.0
3196,15,0,0,1,14.673236483022315,26,0,3,0,0,0,0,1.1380722637298055,0.0
2466,16,0,2,1,11.765049433523577,0,0,1,0,0,1,0,3.7318450973380535,0.0
3280,15,0,1,2,13.656480731759618,14,0,0,0,1,0,0,2.337346545550544,0.0
2282,15,1,0,1,15.626801570000941,2,0,3,0,0,0,0,3.886329136814912,0.0
1713,15,0,1,2,16.87965497781622,5,1,3,1,0,0,0,3.6842005339563975,0.0
2255,17,0,2,1,11.223323397427832,2,1,2,1,0,0,0,3.886434805408022,0.0
3273,17,0,0,2,8.056292646656802,15,0,2,0,0,0,0,1.5833239010484168,0.0
2514,16,0,1,1,15.580472623311866,0,0,2,0,0,0,0,3.6319868325234967,0.0
2232,18,0,1,1,16.23632070738835,2,0,1,1,0,0,0,3.5195040187604074,0.0
3228,15,0,2,2,5.031281021268759,11,0,1,0,0,0,0,2.0589637926924413,0.0
1633,15,0,0,2,7.976625859359987,0,0,1,0,0,0,0,3.563743140074439,0.0
2284,17,1,1,1,6.682291773837068,0,0,3,0,0,0,0,3.6586164818577527,0.0
3215,16,0,1,1,18.29270768447976,19,0,3,0,0,0,0,1.4658323596393545,0.0
3168,16,1,1,3,11.093678594853742,2,0,2,0,0,0,0,3.408275323643373,0.0
2255,16,0,0,1,13.868149690071848,0,0,3,0,0,0,0,3.820933416723748,0.0
3236,17,0,0,2,1.9959054885442293,21,0,3,0,0,0,0,1.2545858019668104,0.0
3305,16,0,0,2,5.182798134001297,19,1,2,0,0,0,0,1.2940036569516296,0.0
1993,16,0,0,1,16.227197133984077,2,1,3,0,0,0,0,3.546952822746777,0.0
3291,16,0,2,2,18.49949072321328,10,0,1,0,0,0,0,2.568152483148443,0.0
1907,17,0,0,1,16.57530602526435,0,0,1,0,0,0,0,3.5989406525601138,0.0
1106,16,0,1,1,14.031225985637427,1,0,2,1,0,0,0,3.5668612437373697,0.0
1099,15,0,0,1,12.08990633071787,1,0,2,0,0,0,0,3.5685746391023496,0.0
3078,17,1,2,2,17.003756276669762,7,1,2,1,0,0,0,3.5452161462913394,0.0
2245,17,0,2,0,15.609579869468831,2,1,1,1,0,0,0,3.69245935581745,0.0
1925,17,0,0,2,19.731948084874862,1,0,1,0,0,0,0,3.517884559955507,0.0
1838,15,1,1,1,9.889247705017947,2,0,3,1,0,0,0,3.824292557224852,0.0
1616,15,0,0,2,13.242293716691291,0,0,2,0,0,0,0,3.5558497758705334,0.0
1898,17,0,1,0,14.970469623020021,0,0,1,0,0,0,0,3.643343570840263,0.0
3195,15,0,0,2,13.92651033251312,23,0,3,0,0,0,0,1.361205105332202,0.0
2273,15,0,0,2,18.00946224735622,3,0,3,1,1,0,0,3.9481236192989515,0.0
2935,16,0,1,2,13.59692966999776,1,1,1,0,1,0,0,3.6693096695414567,0.0
2230,17,0,1,0,17.83811873245461,1,1,1,0,0,0,0,3.5972024256488506,0.0
2372,15,0,0,2,3.719446193133453,0,0,3,0,1,1,0,3.674555604127389,0.0
3241,15,0,1,1,11.260267330014413,18,0,2,0,0,0,0,1.5418525735891617,0.0
1601,15,0,0,2,12.801610242093401,0,0,2,0,0,0,0,3.5619942735400674,0.0
1772,15,0,1,2,10.355818593878912,3,1,3,1,0,0,0,3.7451139467649885,0.0
2366,16,0,1,1,7.105806466220599,0,0,3,0,1,1,0,3.7008072435982116,0.0
3286,16,0,0,1,14.906516996369806,13,0,1,0,0,0,0,1.9212392217336212,0.0
3339,17,0,2,2,8.842787428701179,8,0,2,0,0,0,0,2.3451429898851566,0.0
3285,16,0,0,1,14.291706682581342,13,0,1,0,0,0,0,1.8107932367565254,0.0
3339,16,0,0,1,14.089780376553879,18,0,4,0,0,0,0,1.8419414105786274,0.0
2641,16,1,0,2,7.534204295846479,1,1,4,0,0,0,0,3.734690405238515,0.0
1622,15,0,0,2,9.035831802252188,0,0,1,0,0,0,0,3.5643386994264024,0.0
1111,16,1,0,2,6.451534265970457,0,0,2,1,0,0,0,3.522949630518392,0.0
2264,16,1,1,1,10.704146096149456,1,0,3,1,0,0,0,3.9336138353122387,0.0
3071,16,0,0,1,9.003327525441954,0,1,3,0,1,1,0,3.772562263135133,0.0
2273,17,1,1,1,7.7785132062714855,1,0,3,0,0,0,0,3.8127071477907037,0.0
2275,16,1,1,1,11.911990241187407,0,0,3,0,0,0,0,3.7718199757852555,0.0
2614,15,1,0,2,6.990992420002858,2,1,4,0,0,0,0,3.6258453378681788,0.0
2006,17,1,0,1,14.49673510645924,1,0,2,1,1,0,0,3.519094270839202,0.0
1102,15,0,0,1,11.194722439353143,1,1,2,0,0,0,0,3.559698862023224,0.0
2236,17,0,0,2,12.074346589143692,3,0,3,1,1,0,0,3.6022679174816483,0.0
2286,15,0,0,1,19.08366273788672,2,0,3,1,0,0,0,3.909932367785761,0.0
3230,15,0,1,3,4.932027241488811,10,0,1,0,0,0,0,2.022700179691594,0.0
2535,15,0,0,1,17.094052189017177,0,0,4,0,0,0,0,3.535014090614983,0.0
3284,15,0,0,1,13.555364635929498,14,0,0,1,0,0,0,1.7602140399381019,0.0
1685,17,0,1,2,3.7949665627399556,0,1,0,1,0,0,0,3.557273346045576,0.0
3288,16,0,0,2,15.587501000061312,12,0,1,0,1,0,0,2.4270305066811404,0.0
3237,15,0,0,0,7.593608928268264,23,0,3,1,0,0,0,1.156986888328671,0.0
1997,18,1,0,2,6.192862838932889,0,0,3,0,0,0,0,3.518038844109018,0.0
1870,15,1,1,1,17.665673477611854,1,0,1,1,0,0,0,3.617906291679347,0.0
1922,17,0,0,1,18.76640171705678,1,0,1,0,0,0,0,3.726794028525264,0.0
1127,15,0,1,2,5.808302177711168,1,0,2,0,0,0,0,3.5364514126635345,0.0
3224,15,0,1,1,4.993320484377488,19,0,3,1,0,0,0,1.5870640054736187,0.0
3341,16,0,1,2,4.073322988519104,6,0,0,0,0,0,0,2.149052447035334,0.0
1928,18,0,0,1,18.25237629537406,1,0,2,0,0,0,1,3.86110479437402,0.0
3268,17,0,0,3,6.078900613139747,15,0,2,0,0,0,0,1.6463519334376637,0.0
3231,15,0,1,3,4.7557475203593444,11,0,1,0,0,0,0,1.9781325998981483,0.0
2611,15,1,0,2,6.926217609940636,2,1,4,0,0,0,0,3.612866206007017,0.0
2393,17,0,1,1,14.10382834082479,0,0,3,0,0,0,0,3.739841015473088,0.0
3140,15,1,0,2,15.816383951104871,1,1,1,1,0,0,0,3.614165129697826,0.0
3296,17,0,0,2,11.838200886074889,22,0,3,0,0,0,0,0.9969720771965538,0.0
3210,15,0,1,1,18.206237999136697,20,0,3,0,0,0,0,1.4247658323328403,0.0
1099,16,0,0,2,8.911016052051853,1,0,3,0,0,0,0,3.5490542316103646,0.0
1109,17,1,0,2,8.346967661321285,0,0,2,1,0,0,0,3.5334513684212494,0.0
2568,15,0,0,1,12.087999236014927,1,0,4,0,0,0,0,3.558520525856779,0.0
1755,15,0,1,2,12.356500285640212,4,1,3,1,0,0,0,3.786244525401442,0.0
2144,16,0,2,0,12.772823130466287,4,1,3,0,1,0,0,3.5813769304228673,0.0
2109,16,0,2,0,12.490798746423721,5,1,3,1,1,0,0,3.520894812849091,0.0
3233,15,0,2,2,8.333349449701402,7,0,1,0,0,0,0,2.2852087707466175,0.0
3238,16,0,1,2,5.023696310784766,17,0,2,0,0,0,0,1.6030315234693937,0.0
2548,15,0,1,1,9.886078641791253,1,1,2,0,0,0,0,3.6701899094027297,0.0
3229,15,0,1,3,5.43018283406489,9,0,1,0,0,0,0,2.1486454045843657,0.0
1590,17,0,1,0,11.041417598741615,0,1,2,1,0,0,0,3.761227921196402,0.0
2565,15,0,0,1,12.611752892263132,1,0,4,0,0,0,0,3.556061186828839,0.0
2292,17,1,0,1,6.57238430116678,0,0,3,0,0,0,0,3.571860234916539,0.0
3281,15,0,2,2,14.541450453740367,13,0,0,0,0,0,0,2.380663997974587,0.0
1713,16,0,1,2,16.49389984199961,3,1,2,1,0,0,0,3.531589367917917,0.0
1372,16,0,0,2,8.562990660804354,0,1,4,0,0,0,0,3.8848515341364065,0.0
1875,16,0,1,1,19.173476254345644,1,0,1,1,0,0,0,3.5764404755029,0.0
1115,16,1,0,2,6.213151926833841,0,0,2,1,0,0,0,3.5259508737584038,0.0
3238,17,0,1,1,4.317868504454474,20,0,3,0,0,0,0,1.5357775255660426,0.0
3290,17,0,0,2,10.121716337275414,24,0,2,0,0,0,0,0.8730543421615611,0.0
2285,17,1,1,1,8.409514769265016,0,0,3,0,0,0,0,3.6417242444905185,0.0
2584,15,0,0,1,9.771278010744354,2,0,4,0,0,0,0,3.5693989280563523,0.0
2255,15,0,0,2,16.95164147254368,2,1,3,0,1,0,0,3.907111737864218,0.0
1113,16,0,1,1,11.98439726521427,2,0,2,0,1,0,0,3.546817020794707,0.0
3351,16,0,1,2,9.735259540290208,6,0,0,0,0,0,0,2.3047281631984933,0.0
2913,16,0,2,1,16.828679098192264,1,1,2,0,1,0,0,3.983065917183153,0.0
3242,16,0,1,1,5.659072955583805,19,0,3,1,0,0,0,1.6941945579980935,0.0
2266,17,1,1,1,8.476269517785894,1,0,3,0,0,0,0,3.9107874548518478,0.0
1961,15,0,0,2,19.255227880687954,3,1,3,0,0,0,0,3.5859946612144644,0.0
1706,15,0,1,2,17.722770162545032,5,1,3,1,0,0,0,3.6651795531249274,0.0
2313,18,0,1,1,16.12136621996906,1,0,3,0,0,0,0,3.525640172104814,0.0
2230,17,0,0,2,10.953556300851478,3,0,3,1,0,0,0,3.5455577340825575,0.0
3241,16,0,2,2,6.497918700810542,17,0,2,0,0,0,0,1.852551488878004,0.0
3317,15,0,0,2,1.336199510787592,9,0,2,0,0,0,0,2.2853655622674336,0.0
1928,18,0,0,1,18.25292888178633,1,0,2,0,0,0,1,3.8610726783817326,0.0
3058,17,0,1,1,14.166231193499705,5,1,3,0,1,0,0,3.622796696109033,0.0
1712,16,0,1,2,16.57538580385371,3,1,2,1,0,0,0,3.534178380319334,0.0
3295,16,0,0,2,17.547736914580202,10,0,2,0,1,0,0,2.518071354076868,0.0
2736,17,0,0,2,8.78720605858706,0,1,3,0,0,0,0,3.9639263722115703,0.0
3353,17,1,0,3,19.77751424275087,2,0,2,0,1,0,1,3.4959497421090022,1.0
3386,16,1,0,1,1.44543418022703,20,0,3,1,1,0,0,1.3956306751141432,1.0
1448,16,0,0,2,13.812454841626831,3,0,3,1,1,1,1,3.2898231421759827,1.0
3132,15,0,1,1,14.635521900753448,6,0,3,0,1,1,0,3.222140089605496,1.0
1295,16,0,0,2,16.35808353664879,3,0,4,0,0,0,0,3.1012292205041274,1.0
1793,15,1,1,2,8.40670778390998,2,0,2,0,0,1,0,3.3005522062792574,1.0
1437,18,0,0,1,18.03832215675765,0,1,0,1,0,0,0,3.4184098665461984,1.0
3255,18,1,1,2,16.45776136587004,16,0,0,0,1,0,1,1.599424076132399,1.0
3311,16,1,1,1,0.1126262549610745,28,0,2,0,0,0,0,0.0,1.0
1822,18,1,1,2,9.106574996172045,4,0,3,0,1,0,0,3.042275369333665,1.0
3189,16,0,3,0,5.697053532212273,9,0,1,0,1,0,0,2.4598046717382283,1.0
1124,17,1,3,1,12.78772842908196,4,0,3,0,0,0,0,3.101673809015105,1.0
3270,18,0,1,2,0.8914008142526164,24,0,1,1,0,0,0,0.621119927824666,1.0
3275,18,1,0,3,8.970850987369188,24,1,1,0,1,0,0,1.16974580305184,1.0
1580,16,1,0,2,14.96750498856365,5,0,3,0,0,0,0,3.282070050593753,1.0
2103,18,0,1,2,7.9617435647246175,5,0,2,0,1,0,1,3.127056224068401,1.0
1506,15,0,0,2,10.597512510364124,4,1,2,0,1,0,0,3.0173532270832526,1.0
1904,17,1,0,3,9.721150838053616,2,1,3,0,0,0,0,3.402401590802249,1.0
2245,17,0,3,2,11.43657542365382,1,0,3,1,0,0,0,3.463687549123432,1.0
3208,18,0,0,1,7.518767508065867,17,1,3,0,0,0,0,1.6720340583678444,1.0
3259,18,0,0,2,5.949853399853364,20,1,0,0,0,0,0,0.968725634893168,1.0
1293,15,1,0,2,12.283377006377854,3,0,4,0,0,1,0,3.268794215560215,1.0
2615,16,1,0,2,17.916242027971574,6,0,3,1,0,1,0,3.167455277075199,1.0
1359,15,1,0,2,16.808855010920404,5,0,2,0,0,1,0,3.3501791105924874,1.0
2380,16,1,3,1,13.59103673145368,3,1,2,0,1,0,1,3.3839114785072537,1.0
2079,16,1,0,0,8.25678795517813,6,1,2,0,0,1,0,3.0811935547787432,1.0
1894,15,1,0,1,11.41329157961578,0,0,1,0,0,0,0,3.0933639433242823,1.0
1722,17,1,0,1,9.809088170395697,1,0,2,0,0,0,0,3.152222285699565,1.0
2230,17,1,0,2,4.185755230602397,0,0,2,1,1,0,0,3.343050864114286,1.0
3264,16,0,0,0,14.304737069652662,18,1,2,1,0,0,0,1.7797561259491266,1.0
1782,17,1,0,0,16.63147851820905,3,1,3,0,0,0,0,3.299131001833344,1.0
2226,16,1,2,1,18.63070098310524,5,0,3,0,1,0,0,3.299578873421429,1.0
3381,16,1,0,2,2.1383972875964274,8,0,1,1,1,0,0,1.979379413769687,1.0
3391,16,1,1,0,12.416652655483858,17,0,2,0,1,1,0,1.8032967626292096,1.0
3210,15,0,2,0,17.531962376700374,24,0,2,1,0,0,0,0.8597452884552536,1.0
2871,17,0,0,1,7.944550591324651,6,1,4,0,0,0,0,3.427620857629511,1.0
3204,17,1,1,2,5.959595893245391,1,1,2,1,0,0,0,3.453790618896306,1.0
2132,16,1,0,0,6.754959934696945,0,0,2,1,0,0,0,3.294332437143911,1.0
2495,16,1,3,3,18.94341233686788,7,0,4,0,1,1,0,3.31820802902305,1.0
2392,16,1,2,2,17.998190867093435,5,0,0,1,0,0,0,3.0556902074734404,1.0
2023,16,0,2,1,11.543994928451228,1,0,2,1,1,0,0,3.487510668221957,1.0
1775,16,1,3,1,19.004224117308603,1,0,2,0,0,1,0,3.209673328360458,1.0
3038,17,0,2,2,8.047410790827488,8,0,4,1,1,0,0,3.12911663958354,1.0
3157,18,1,1,3,8.824022044258648,1,0,3,0,0,0,1,3.1391893048250425,1.0
3054,18,0,3,2,14.736336636594004,4,1,1,1,0,0,0,3.017133682391308,1.0
2617,17,1,1,2,2.813066784673335,2,1,1,0,0,0,0,3.033291953501386,1.0
2802,15,0,2,2,14.40867404451556,5,0,3,1,0,0,0,3.0560700900603366,1.0
2695,15,0,0,2,18.341970103435884,4,0,2,1,0,0,0,3.4922119973943024,1.0
2943,16,1,0,1,18.755291186364484,5,1,2,1,0,0,0,3.099064650031246,1.0
2591,18,1,0,1,15.839220289334314,7,0,1,0,1,0,0,3.0101355275332478,1.0
2614,15,1,0,1,13.363613239158102,2,0,3,1,0,0,0,3.012897486759207,1.0
2165,15,0,0,2,16.43155383521676,6,0,3,0,1,0,0,3.072136606487933,1.0
2003,15,0,3,1,0.806504794419014,3,0,3,1,0,1,1,3.201710217015248,1.0
3252,17,0,0,3,16.88419171552464,18,0,2,1,0,0,0,1.5576879646413533,1.0
2469,18,1,2,1,10.723845585644083,3,0,3,0,1,0,1,3.3327885878934707,1.0
3245,18,1,0,1,18.487086923876006,0,0,2,1,0,0,0,3.211743755038164,1.0
2334,18,1,3,4,5.75868188186438,4,0,2,1,1,0,1,3.1274525275923986,1.0
3149,16,1,0,2,3.646703671564391,6,0,3,1,1,1,0,3.1832324893858304,1.0
2986,16,1,2,1,12.75860979159331,3,0,1,1,0,0,1,3.3446266750887066,1.0
3369,15,0,0,4,6.682728237523468,3,0,2,0,0,1,1,3.1585923238952263,1.0
3336,18,0,2,2,10.646205267598212,14,0,2,0,0,0,0,1.5656478476708735,1.0
2539,16,1,3,2,17.782387114548857,2,0,4,0,0,0,0,3.309453585183811,1.0
2008,15,1,1,2,19.916047355598373,1,0,2,0,0,0,0,3.1302227945215697,1.0
1141,18,1,0,0,0.7858389030138491,2,0,3,1,0,0,0,3.139481546380388,1.0
2531,16,1,2,1,14.880989024571557,1,0,3,0,0,1,0,3.2609504905530398,1.0
2526,17,1,0,3,16.567562912032926,2,1,2,1,0,0,0,3.354368116289429,1.0
1844,17,1,0,1,17.88182738515691,1,0,2,0,0,0,0,3.0219548675332906,1.0
2498,18,1,0,2,4.2835250547917365,3,0,3,0,1,1,0,3.344575197988929,1.0
1550,17,0,1,1,2.794411339579081,1,1,2,0,1,0,0,3.335098154642011,1.0
1420,16,0,1,2,19.80445069230148,3,0,2,0,0,0,0,3.402352538644452,1.0
2478,18,1,0,3,11.677165346160308,1,1,2,0,0,0,0,3.454462459935305,1.0
1800,17,1,3,2,3.074986242058362,2,0,2,1,0,0,0,3.3349718279859157,1.0
1402,18,0,0,3,14.287751240745848,6,0,0,1,0,1,0,3.038116129209991,1.0
1132,15,1,0,3,5.951414328816309,2,0,3,0,0,0,0,3.030439088696523,1.0
2315,16,0,2,1,16.20606598246665,0,1,3,1,0,0,0,3.3355067927178226,1.0
2606,17,1,0,2,17.1577837049248,1,0,3,0,0,1,1,3.3946498667267635,1.0
3047,16,1,3,3,10.642359449175654,6,0,4,1,1,0,0,3.1252696624964185,1.0
1777,15,1,2,1,12.060277267291765,1,1,2,0,1,1,1,3.453275896757228,1.0
1113,18,1,0,1,18.968503110829857,2,0,2,0,0,0,0,3.0895989530746477,1.0
2603,16,1,0,2,15.457478727637062,3,0,1,0,1,1,0,3.360097709606442,1.0
2346,17,0,2,1,8.487780361450207,0,0,3,0,0,0,0,3.0937609252908795,1.0
1006,18,0,0,1,8.191218545250186,0,0,1,1,0,0,0,3.0841836144863937,1.0
1543,17,0,2,0,8.517863100733635,6,1,3,1,0,0,0,3.219333348074609,1.0
2611,15,0,2,4,9.91638945297078,3,0,4,1,0,0,0,3.308664019789773,1.0
3356,17,1,0,1,18.668266408991094,21,0,2,0,1,1,0,1.521013489971915,1.0
2336,16,1,0,2,13.03359589756854,4,0,3,0,0,0,1,3.3692186048208828,1.0
1719,18,0,1,1,9.812271517963982,1,0,3,1,0,0,0,3.4861413290978023,1.0
2281,16,0,2,1,12.85666781631476,5,0,4,1,1,0,0,3.432684708354722,1.0
2951,18,1,2,1,8.31572124138366,1,0,1,1,0,1,1,3.240512073968693,1.0
2097,16,1,0,1,1.3929173549653129,3,1,2,1,0,0,0,3.358694269179903,1.0
2640,16,0,0,1,14.186285896069668,10,0,4,1,1,1,0,3.138498873000767,1.0
2490,15,1,2,2,11.17681741909333,2,0,2,0,1,0,0,3.235302580709104,1.0
2628,15,1,0,1,19.840319387936717,10,1,3,0,1,1,1,3.103994380105366,1.0
1111,18,0,1,1,10.89763372058787,4,1,3,0,0,0,0,3.2208069781948727,1.0
1184,17,1,1,2,17.507264798015214,9,1,4,1,1,0,0,3.273998748434336,1.0
1759,15,0,1,3,5.250172085330882,1,0,3,1,0,0,0,3.4063390822727126,1.0
1919,18,0,2,2,10.646087276963325,3,1,2,1,1,0,0,3.4913265883378144,1.0
3217,16,1,3,0,4.708144976830533,16,1,3,0,0,0,0,1.699348106354839,1.0
3380,18,1,0,2,16.53455296792564,12,0,3,0,0,0,0,2.5094912303073182,1.0
3283,18,1,0,0,13.26295658799645,15,0,3,1,0,0,0,2.024030375549312,1.0
1689,17,0,2,0,6.327508147753658,0,1,2,0,0,0,1,3.0476020888188065,1.0
2241,15,0,0,0,15.508190291849893,7,1,3,0,1,0,0,3.159302938456266,1.0
2878,16,1,3,2,6.300165503795481,0,0,3,1,0,1,0,3.490543307137981,1.0
2618,15,1,0,3,14.332638734040628,3,0,2,0,1,1,0,3.4577117259752934,1.0
3294,18,0,0,2,7.202842282778761,1,0,4,0,1,0,0,3.384992088760673,1.0
2763,17,0,0,2,7.785327936180966,1,0,2,0,1,0,1,3.0213988805197203,1.0
2936,18,1,3,1,10.55544418137754,3,1,3,0,0,0,0,3.4713372144944583,1.0
1358,18,1,1,1,10.003958710455706,3,0,4,0,1,0,0,3.203858190796927,1.0
